demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,MinCostDelay,MinDelayDelay
0,555,3618,112.5,0,0,1,1,2,97,-1,505,45,1,19631,1,4765,
0,3110,2261,92.5,0,0,1,1,2,74,-1,328,37,1,17856,1,3996,
0,2458,792,127.5,0,0,1,1,2,86,-1,327,51,1,18320,1,4083,
0,1129,3931,70,0,0,1,1,2,120,-1,427,28,1,17848,1,4049,
0,2004,3494,130,0,0,1,1,2,90,-1,329,52,1,17806,1,3923,
0,1096,785,117.5,0,0,1,1,2,101,-1,542,47,1,17774,1,4337,
0,3311,749,110,0,0,1,1,2,151,-1,600,44,1,17598,1,4469,
0,99,2805,92.5,0,0,1,1,2,92,-1,613,37,1,17557,1,3952,
0,3134,1236,75,0,0,1,1,2,88,-1,445,30,1,17609,1,4099,
0,1537,2670,70,0,0,1,1,2,153,-1,297,28,1,17659,1,3948,
0,833,2267,97.5,0,0,1,1,2,96,-1,310,39,1,17642,1,3821,
0,2126,1199,117.5,0,0,1,1,2,90,-1,430,47,1,17712,1,4000,
0,170,3798,67.5,0,0,1,1,2,80,-1,231,27,1,17502,1,4266,
0,2031,3395,107.5,0,0,1,1,2,75,-1,191,43,1,17765,1,4046,
0,1087,2012,77.5,0,0,1,1,2,99,-1,302,31,1,17708,1,4054,
0,80,1994,107.5,0,0,1,1,2,121,-1,277,43,1,17872,1,4016,
0,1982,3190,102.5,0,0,1,1,2,68,-1,411,41,1,17549,1,4175,
0,255,792,82.5,0,0,1,1,2,81,-1,430,33,1,17530,1,4593,
0,334,1736,70,0,0,1,1,2,208,-1,214,28,1,18089,1,4376,
0,723,2339,97.5,0,0,1,1,2,94,-1,345,39,1,17971,1,4389,
0,1230,2172,105,0,0,1,1,2,111,-1,205,42,1,18182,1,4510,
0,3476,893,130,0,0,1,1,2,90,-1,245,52,1,17638,1,4407,
0,2921,3575,105,0,0,1,1,2,100,-1,351,42,1,17870,1,4051,
0,3698,2055,85,0,0,1,1,2,68,-1,391,34,1,18071,1,4025,
0,1164,1588,125,0,0,1,1,2,92,-1,290,50,1,18496,1,4479,
0,1077,1997,77.5,0,0,1,1,2,175,-1,575,31,1,18033,1,4163,
0,3855,3203,127.5,0,0,1,1,2,108,-1,467,51,1,18120,1,3929,
0,3548,25,107.5,0,0,1,1,2,125,-1,109,43,1,18039,1,4039,
0,3353,1579,85,0,0,1,1,2,103,-1,386,34,1,17693,1,4187,
0,3772,440,82.5,0,0,1,1,2,97,-1,418,33,1,17857,1,4371,
