demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,MinCostDelay,MinDelayDelay
0,1964,821,332.5,0,0,1,1,2,132,-1,605,133,1,5964,1,1409,
0,3810,883,235,0,0,1,1,2,115,-1,401,94,1,5271,1,1264,
0,836,3805,215,0,0,1,1,2,157,-1,429,86,1,5305,1,1337,
0,2464,2816,260,0,0,1,1,2,142,-1,434,104,1,5225,1,1238,
0,1040,3790,255,0,0,1,1,2,103,-1,210,102,1,5217,1,1208,
0,2633,1095,312.5,0,0,1,1,2,141,-1,522,125,1,5232,1,1330,
0,836,1674,202.5,0,0,1,1,2,83,-1,224,81,1,5659,1,1276,
0,1728,2270,240,0,0,1,1,2,120,-1,511,96,1,5337,1,1331,
0,69,1307,232.5,0,0,1,1,2,144,-1,367,93,1,5257,1,1306,
0,1023,2983,170,0,0,1,1,2,264,-1,291,68,1,5180,1,1335,
0,1952,1801,185,0,0,1,1,2,69,-1,177,74,1,5183,1,1302,
0,2264,2808,385,0,0,1,1,2,103,-1,431,154,1,5297,1,1235,
0,540,2467,255,0,0,1,1,2,148,-1,307,102,1,5265,1,1206,
0,1311,2856,250,0,0,1,1,2,152,-1,399,100,1,5235,1,1167,
0,3640,2801,505,0,0,1,1,2,85,-1,504,202,1,5086,1,1229,
0,563,3803,187.5,0,0,1,1,2,197,-1,430,75,1,5035,1,1288,
0,36,1751,317.5,0,0,1,1,2,135,-1,409,127,1,5027,1,1217,
0,3608,2852,320,0,0,1,1,2,147,-1,450,128,1,4988,1,1246,
0,567,648,235,0,0,1,1,2,92,-1,127,94,1,5021,1,1224,
0,2096,3831,257.5,0,0,1,1,2,175,-1,301,103,1,5032,1,1237,
0,1227,3824,187.5,0,0,1,1,2,205,-1,874,75,1,5298,1,1657,
0,2453,1297,190,0,0,1,1,2,103,-1,372,76,1,5200,1,1262,
0,1132,3828,322.5,0,0,1,1,2,140,-1,421,129,1,5147,1,1342,
0,632,3436,195,0,0,1,1,2,200,-1,474,78,1,5106,1,1236,
0,1629,2936,300,0,0,1,1,2,150,-1,371,120,1,5082,1,1365,
0,2197,3893,325,0,0,1,1,2,124,-1,518,130,1,5064,1,1245,
0,1744,3089,422.5,0,0,1,1,2,112,-1,386,169,1,5034,1,1270,
