demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,MinCostDelay,MinDelayDelay
0,2372,903,225,0,0,1,1,2,75,-1,211,90,1,4002,1,1413,
0,1058,727,345,0,0,1,1,2,113,-1,490,138,1,3429,1,1427,
0,951,1309,315,0,0,1,1,2,165,-1,493,126,1,3416,1,1218,
0,1007,457,240,0,0,1,1,2,113,-1,262,96,1,3450,1,1204,
0,2852,3358,320,0,0,1,1,2,153,-1,228,128,1,3342,1,1267,
0,1542,3283,322.5,0,0,1,1,2,139,-1,324,129,1,3360,1,1208,
0,2746,3342,320,0,0,1,1,2,138,-1,381,128,1,3263,1,1220,
0,2343,2736,272.5,0,0,1,1,2,198,-1,886,109,1,3267,1,1195,
0,971,1425,297.5,0,0,1,1,2,156,-1,316,119,1,3288,1,1264,
0,2166,1066,247.5,0,0,1,1,2,170,-1,361,99,1,3260,1,1214,
0,2724,1729,320,0,0,1,1,2,184,-1,522,128,1,3713,1,1199,
0,3947,134,202.5,0,0,1,1,2,161,-1,368,81,1,3427,1,1242,
0,2808,1251,265,0,0,1,1,2,146,-1,440,106,1,3300,1,1199,
0,1795,3815,347.5,0,0,1,1,2,172,-1,667,139,1,3345,1,1188,
0,1708,1000,242.5,0,0,1,1,2,197,-1,369,97,1,3419,1,1262,
0,3525,3655,275,0,0,1,1,2,129,-1,760,110,1,3310,1,1783,
0,3025,3424,210,0,0,1,1,2,93,-1,173,84,1,3486,1,1202,
0,301,1039,262.5,0,0,1,1,2,126,-1,315,105,1,3217,1,1180,
0,1269,3114,182.5,0,0,1,1,2,123,-1,170,73,1,3234,1,1330,
0,2456,2821,267.5,0,0,1,1,2,124,-1,206,107,1,3245,1,1260,
0,599,917,275,0,0,1,1,2,151,-1,436,110,1,3182,1,1247,
0,846,3956,232.5,0,0,1,1,2,144,-1,514,93,1,3202,1,1192,
