demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,MinCostDelay,MinDelayDelay
0,2804,589,272.5,0,0,1,1,2,173,-1,385,109,1,6393,1,2578,
0,2036,303,320,0,0,1,1,2,146,-1,269,128,1,6356,1,2614,
0,5495,5613,295,0,0,1,1,2,114,-1,147,118,1,6415,1,3420,
0,4734,2203,300,0,0,1,1,2,167,-1,328,120,1,6704,1,2559,
0,3762,1380,235,0,0,1,1,2,100,-1,250,94,1,6562,1,2671,
0,1556,942,250,0,0,1,1,2,148,-1,263,100,1,6353,1,2536,
0,5735,2264,282.5,0,0,1,1,2,153,-1,365,113,1,6260,1,2732,
0,1068,2425,267.5,0,0,1,1,2,88,-1,204,107,1,6344,1,2519,
0,656,719,357.5,0,0,1,1,2,189,-1,390,143,1,6360,1,2524,
0,1408,5754,270,0,0,1,1,2,202,-1,524,108,1,6303,1,2646,
0,241,4815,287.5,0,0,1,1,2,170,-1,406,115,1,6377,1,2501,
0,2429,5751,255,0,0,1,1,2,142,-1,695,102,1,6348,1,2803,
0,3890,481,250,0,0,1,1,2,131,-1,464,100,1,6367,1,3193,
0,3274,5632,235,0,0,1,1,2,175,-1,332,94,1,6385,1,2465,
0,3588,78,267.5,0,0,1,1,2,143,-1,575,107,1,6456,1,2713,
0,573,5976,282.5,0,0,1,1,2,127,-1,410,113,1,6218,1,2479,
0,5590,5468,317.5,0,0,1,1,2,162,-1,347,127,1,6295,1,2576,
0,2624,3352,215,0,0,1,1,2,132,-1,743,86,1,6256,1,2465,
0,1200,4532,337.5,0,0,1,1,2,132,-1,728,135,1,6333,1,2513,
0,4294,1978,277.5,0,0,1,1,2,175,-1,566,111,1,6238,1,2460,
0,1921,4381,275,0,0,1,1,2,85,-1,325,110,1,6287,1,2485,
0,4242,3341,260,0,0,1,1,2,111,-1,419,104,1,6206,1,2482,
0,806,5251,287.5,0,0,1,1,2,99,-1,245,115,1,6246,1,2459,
0,1734,1787,290,0,0,1,1,2,158,-1,320,116,1,6176,1,2554,
