demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,MinCostDelay,MinDelayDelay
0,687,7062,262.5,0,0,1,1,2,136,-1,521,105,1,16502,1,5109,
0,3398,3543,287.5,0,0,1,1,2,116,-1,827,115,1,15767,1,4411,
0,2660,6212,312.5,0,0,1,1,2,116,-1,478,125,1,15632,1,4527,
0,135,5069,252.5,0,0,1,1,2,115,-1,371,101,1,15795,1,4537,
0,7856,5576,310,0,0,1,1,2,126,-1,607,124,1,15659,1,4843,
0,3507,6847,245,0,0,1,1,2,219,-1,764,98,1,15639,1,4816,
0,2151,157,267.5,0,0,1,1,2,109,-1,177,107,1,15624,1,4768,
0,4595,2002,307.5,0,0,1,1,2,123,-1,427,123,1,15546,1,4644,
0,12,966,322.5,0,0,1,1,2,154,-1,600,129,1,15555,1,4425,
0,1428,6926,255,0,0,1,1,2,100,-1,151,102,1,15446,1,4536,
0,5609,785,242.5,0,0,1,1,2,149,-1,632,97,1,16202,1,4547,
0,6390,2098,250,0,0,1,1,2,169,-1,286,100,1,16102,1,4438,
0,4852,6284,290,0,0,1,1,2,136,-1,225,116,1,15643,1,4650,
0,60,1945,230,0,0,1,1,2,165,-1,443,92,1,15652,1,4435,
0,2564,748,302.5,0,0,1,1,2,161,-1,646,121,1,15617,1,4570,
0,5360,2314,270,0,0,1,1,2,176,-1,358,108,1,15581,1,4400,
0,643,20,262.5,0,0,1,1,2,129,-1,158,105,1,16407,1,4357,
0,526,5130,452.5,0,0,1,1,2,155,-1,649,181,1,15658,1,4491,
0,1442,4734,252.5,0,0,1,1,2,116,-1,208,101,1,15641,1,4447,
0,2706,4949,282.5,0,0,1,1,2,108,-1,383,113,1,15714,1,4675,
0,7934,6940,222.5,0,0,1,1,2,184,-1,521,89,1,15613,1,4673,
0,7682,6437,287.5,0,0,1,1,2,129,-1,419,115,1,15639,1,4776,
0,7098,4277,295,0,0,1,1,2,77,-1,242,118,1,15620,1,4552,
0,440,3462,322.5,0,0,1,1,2,140,-1,482,129,1,15720,1,4632,
0,1596,1868,190,0,0,1,1,2,140,-1,243,76,1,15325,1,4764,
0,7005,5131,255,0,0,1,1,2,129,-1,306,102,1,15597,1,4478,
0,1304,209,260,0,0,1,1,2,148,-1,616,104,1,15692,1,4419,
0,3415,1364,252.5,0,0,1,1,2,227,-1,445,101,1,15616,1,4472,
