demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,MinCostDelay,MinDelayDelay
0,22,20,0,1665.0,0,1,1,2,0,666,666
1,73,7,0,2047.5,0,1,1,2,0,819,819
2,0,65,0,1967.5,0,1,1,2,0,787,787
3,83,5,0,2355.0,0,1,1,2,0,942,942
4,22,4,0,1220.0,0,1,1,2,0,488,488
5,41,20,0,2185.0,0,1,1,2,0,948,874
6,30,73,0,2252.5,0,1,1,2,0,901,901
7,68,23,0,1237.5,0,1,1,2,0,495,495
8,78,29,0,490.0,0,1,1,2,0,196,196
9,72,36,0,1545.0,0,1,1,2,0,660,618
10,3,85,0,2407.5,0,1,1,2,0,1119,963
11,50,54,0,722.5,0,1,1,2,0,289,289
12,45,12,0,2577.5,0,1,1,2,0,1031,1031
13,39,18,0,1722.5,0,1,1,2,0,689,689
14,22,37,0,2157.5,0,1,1,2,0,863,863
15,38,7,0,1975.0,0,1,1,2,0,790,790
16,44,14,0,2620.0,0,1,1,2,0,1048,1048
17,73,15,0,267.5,0,1,1,2,0,107,107
18,19,71,0,1635.0,0,1,1,2,0,654,654
19,19,60,0,1720.0,0,1,1,2,0,688,688
20,67,25,0,2547.5,0,1,1,2,0,1019,1019
21,21,47,0,1357.5,0,1,1,2,0,628,543
22,49,12,0,1187.5,0,1,1,2,0,475,475
23,52,33,0,2655.0,0,1,1,2,0,1062,1062
24,24,32,0,1950.0,0,1,1,2,0,780,780
25,31,69,0,957.5,0,1,1,2,0,383,383
26,52,57,0,630.0,0,1,1,2,0,252,252
27,35,74,0,1787.5,0,1,1,2,0,715,715
28,45,50,0,1672.5,0,1,1,2,0,669,669
29,4,67,0,2217.5,0,1,1,2,0,887,887
