demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,MinCostDelay,MinDelayDelay
0,7397,5430,110,0,0,1,1,2,91,-1,120,44,1,48200,1,11692,
0,7425,6096,100,0,0,1,1,2,150,-1,386,40,1,44780,1,11759,
0,7892,25,135,0,0,1,1,2,105,-1,449,54,1,45373,1,12121,
0,7739,6487,95,0,0,1,1,2,138,-1,420,38,1,44019,1,11331,
0,7148,185,120,0,0,1,1,2,104,-1,560,48,1,45972,1,12092,
0,3720,6059,87.5,0,0,1,1,2,110,-1,263,35,1,45096,1,11964,
0,3173,6521,87.5,0,0,1,1,2,169,-1,593,35,1,44848,1,11898,
0,5070,424,122.5,0,0,1,1,2,71,-1,260,49,1,44456,1,11100,
0,5584,7337,100,0,0,1,1,2,109,-1,321,40,1,44183,1,11111,
0,7776,3519,112.5,0,0,1,1,2,109,-1,368,45,1,44398,1,12386,
0,1003,6620,82.5,0,0,1,1,2,135,-1,343,33,1,44648,1,11422,
0,4382,1245,110,0,0,1,1,2,47,-1,368,44,1,44809,1,12045,
0,4345,7859,77.5,0,0,1,1,2,223,-1,306,31,1,45134,1,12551,
0,4158,614,105,0,0,1,1,2,145,-1,588,42,1,45125,1,12017,
0,6621,7907,77.5,0,0,1,1,2,107,-1,108,31,1,45097,1,11714,
0,2397,2398,115,0,0,1,1,2,101,-1,427,46,1,44382,1,11424,
0,6003,2289,155,0,0,1,1,2,32,-1,123,62,1,44926,1,11186,
0,6775,2094,140,0,0,1,1,2,68,-1,663,56,1,45054,1,11619,
0,5128,5923,90,0,0,1,1,2,119,-1,571,36,1,44196,1,12146,
0,335,5452,95,0,0,1,1,2,113,-1,242,38,1,44002,1,11428,
0,3722,5405,97.5,0,0,1,1,2,140,-1,267,39,1,44558,1,11793,
0,2228,3490,62.5,0,0,1,1,2,205,-1,150,25,1,44729,1,12743,
0,1033,4164,102.5,0,0,1,1,2,188,-1,423,41,1,45223,1,12297,
0,7684,183,90,0,0,1,1,2,94,-1,509,36,1,43992,1,11015,
0,3782,4066,67.5,0,0,1,1,2,30,-1,410,27,1,43757,1,11600,
0,1428,127,112.5,0,0,1,1,2,112,-1,284,45,1,45040,1,11557,
0,278,1938,127.5,0,0,1,1,2,103,-1,155,51,1,44930,1,10973,
