demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,MinCostDelay,MinDelayDelay
0,1058,727,70,0,0,1,1,2,195,-1,577,28,1,4505,1,1395,
0,951,1309,77.5,0,0,1,1,2,137,-1,340,31,1,4140,1,1442,
0,1007,457,155,0,0,1,1,2,81,-1,264,62,1,4359,1,1334,
0,852,1358,105,0,0,1,1,2,53,-1,301,42,1,4148,1,1375,
0,1542,1283,80,0,0,1,1,2,79,-1,316,32,1,4045,1,1602,
0,813,1086,117.5,0,0,1,1,2,67,-1,212,47,1,4100,1,1321,
0,746,1342,92.5,0,0,1,1,2,54,-1,318,37,1,4214,1,2029,
0,343,736,62.5,0,0,1,1,2,101,-1,632,25,1,4090,1,1322,
0,1357,1044,87.5,0,0,1,1,2,95,-1,531,35,1,4162,1,1356,
0,724,1729,87.5,0,0,1,1,2,107,-1,284,35,1,4066,1,1315,
0,1947,134,112.5,0,0,1,1,2,124,-1,428,45,1,4192,1,1479,
0,808,1251,132.5,0,0,1,1,2,99,-1,349,53,1,4183,1,1398,
0,1795,1815,132.5,0,0,1,1,2,77,-1,272,53,1,4154,1,1402,
0,1708,1000,127.5,0,0,1,1,2,92,-1,329,51,1,4066,1,1288,
0,1525,1655,105,0,0,1,1,2,116,-1,392,42,1,4218,1,1292,
0,1025,1424,82.5,0,0,1,1,2,123,-1,361,33,1,4488,1,1808,
0,1497,1633,80,0,0,1,1,2,183,-1,525,32,1,4526,1,1490,
0,301,1039,122.5,0,0,1,1,2,108,-1,435,49,1,5176,1,1823,
0,478,15,70,0,0,1,1,2,69,-1,152,28,1,4079,1,1313,
0,456,821,105,0,0,1,1,2,76,-1,394,42,1,4136,1,1295,
0,751,1779,132.5,0,0,1,1,2,74,-1,191,53,1,4190,1,1394,
0,846,1956,137.5,0,0,1,1,2,52,-1,533,55,1,4378,1,1361,
